Group,Park_ID,Scene_ID_Local,Functional_Area,Unique_Scene_ID,Time,Green_Fore,Water_Fore,Disturb_Fore,Complex_Fore,Image_Fore,Enclose_Fore,Green_Mid,Water_Mid,Disturb_Mid,Complex_Mid,Image_Mid,Enclose_Mid,Open_Back,Image_Back,Complex_Back,Disturb_Back,Vis_Bright,Vis_Contrast,Vis_Sat,Vis_Colors,Vis_Entropy,Sound_Human,Sound_Nature,Sound_Traffic,Sound_Quiet,Aud_LAeq,Aud_Sharp,Aud_Rough,Aud_Fluc,Score
A,1.0,1.0,1.0,P1_S01,31.0,26.346820346666664,0.03666666666666667,1.0047743056666667,5.606693582333333,0.4995981223333333,19.746909563333332,39.08328109,0.06123810433333334,2.9055145643333335,5.996559544666667,0.38300941966666674,35.25579105666667,3.845494148666667,0.07600307366666666,10.165969539666667,0.11112718633333334,91.9065509,44.61059477,109.53505823333334,254770.33333333334,15.985002936666667,0.4844523576666666,0.16072280633333333,0.010525995000000002,0.3315277383333333,56.42507590333333,2.311428335,0.04832801666666667,0.42734657666666664,5.727222222666666
A,1.0,1.0,1.0,P1_S01,34.0,25.940646700000002,0.6466666666666667,8.684915925333334,3.5256580883333335,0.17948656133333332,17.196453833333333,37.7226241,0.7262972606666667,0.9889363103333334,6.236325602333333,0.11216403066666665,33.318584423333334,4.208646798,0.008744856,11.061060157333335,0.15245627566666667,98.77061296,46.417247153333335,98.45090278666667,305901.6666666667,16.261632483333333,0.8560678746666667,0.02607978666666667,0.0038593803333333335,0.10875086433333332,62.29134996,2.3116381053333335,0.14877461433333333,1.000617759,5.600000000333334
A,1.0,1.0,1.0,P1_S01,37.0,30.336118343333336,0.16333333333333333,0.20139290766666665,3.4724970663333337,0.5984921553333333,18.44367284,36.44352012666666,0.03518438166666667,0.070473251,8.047820561666667,0.12680443033333333,33.62687275,5.049101401666667,0.0030904383333333336,9.805231637,0.326003086,97.54011455,43.82326525666667,96.85095948333333,279992.0,16.0971624,0.037385844333333335,0.6114546179999999,0.010311705666666665,0.2995561036666667,52.35452591333333,2.3135139206666664,0.06558119633333333,0.550918975,5.634444445
A,1.0,1.0,1.0,P1_S01,40.0,30.20689059333333,0.0,0.24044738033333332,2.889363504333333,0.2800604423333333,26.65368200333333,29.902303563333334,0.0020897633333333333,0.354986497,6.698134897666667,0.20639226466666669,26.22511976,4.450372138666666,0.06666747066666667,8.940695123333333,0.2763591503333333,95.55953431666667,47.100567160000004,97.97647404666667,274302.6666666667,16.087891833333334,0.18875295433333336,0.37661858500000006,0.010415497666666667,0.32154985233333333,55.67222134,2.3141538523333334,0.10560730033333333,0.47537851300000006,5.691111111666667
A,1.0,1.0,1.0,P1_S01,43.0,30.4386775,0.0,1.0042960713333333,5.5057007826666675,0.0,28.72357655,31.502780993333335,0.2909915123333333,0.006450135,6.595124970666667,0.21998376433333333,28.741898146666667,2.4781057096666665,0.11761750866666665,9.816495053666666,0.474058803,97.24177279999999,49.20427252333334,101.50695986666666,272981.3333333333,16.236972140000002,0.011445342333333332,0.5834551636666666,0.01749607133333333,0.3242248863333333,53.51836991333334,2.3122586383333332,0.06974990766666667,0.450523002,5.710000000333333
A,1.0,1.0,1.0,P1_S01,46.0,25.428843556666667,0.0,0.041538066,6.617255552333333,0.0,23.77573623666667,30.515436116666667,1.0711403676666666,0.021572788,6.213867938,0.2652030283333333,27.71560732,2.2556303046666666,0.049418884999999996,10.69678958,0.9017730836666668,97.05358372666667,47.39386837,99.17062485000001,273766.6666666667,16.146519859999998,0.039021310999999996,0.47107458199999996,0.018463930333333333,0.4345452406666667,53.43022820666667,2.3112595253333335,0.115343996,0.47907728099999997,5.690555556
A,1.0,1.0,1.0,P1_S01,49.0,24.742444703333334,0.0,0.898618345,4.890885053666667,0.010553304999999999,24.12839185,35.94548530666666,0.3619751476666666,1.1146596899999999,6.801179820333334,0.7886365099999999,35.589522249999995,1.3146701390000002,0.10777552733333333,9.773055397333334,0.5537551443333334,92.95324355333334,42.67700095,95.21682765666667,277707.6666666667,15.872734323333333,0.17941684833333335,0.38356354866666664,0.005046233666666667,0.33992913199999997,54.28290770666666,2.313062026666667,0.06019974633333333,0.39671422399999995,5.681666666999999
A,1.0,1.0,1.0,P1_S01,52.0,27.045504596666664,0.0033333333333333335,9.278754339333334,3.7356968540000004,0.5412728266666667,27.11948222,32.61614663666666,0.14072145066666666,4.018840020666667,6.225264695666667,0.311065297,32.90499212333334,1.5175138246666666,0.006590792333333334,10.021711779666667,0.209052694,91.43079571666665,43.01078702666666,94.79647031,290553.0,15.999681056666667,0.48459164899999996,0.20757845566666666,0.009915024333333333,0.286241523,55.363779603333334,2.311832609333333,0.12534929033333334,0.439076593,5.655000000333334
A,1.0,1.0,1.0,P1_S01,55.0,20.81524884,0.0,11.586182644666666,3.450379415,0.14296392733333332,20.958052016666667,32.30822804333334,0.0,0.5973910106666667,7.136110450666666,0.9499541859999999,33.24282648333334,1.2527247296666666,0.32052549533333335,9.851452039333333,0.21442981633333333,95.52874667666667,48.718314316666664,90.62050893666667,261437.0,15.843781803333334,0.44542926833333335,0.21705594400000003,0.009884138666666667,0.30536185,54.69390668,2.313112179,0.199855961,0.414036109,5.640000000333333
A,1.0,1.0,1.0,P1_S01,58.0,40.61009034,0.01,0.9912270123333333,4.312017214333333,0.05840888633333333,40.66730967333333,27.072711709999997,0.032644515,0.3934501993333333,6.662469586666667,1.3238530413333334,28.319697626666667,1.585672261,0.23263888900000004,6.011051552999999,0.014981995666666666,99.40937717999999,45.98566625,96.44886215666666,277160.0,16.117922263333334,0.058119672000000004,0.34903353666666664,0.023127899999999996,0.507876988,55.50387907,2.3118785523333334,0.22610638966666666,0.43673376300000005,5.518333334
A,2.0,2.0,1.0,P2_S02,1.0,22.3709973,0.09333333333333334,0.0,6.107149203,8.070734471333333,30.408745659999997,19.757929046666668,0.4002620243333333,0.0,8.424036422666667,1.4279915766666669,20.283661266666666,38.015677243333336,0.6911731613333334,1.8556524606666667,0.0,102.38438230666667,65.97381887666667,97.20496937666667,213005.0,14.119934043333332,0.30440271199999996,0.036414937,0.08385201366666666,0.5733487693333333,50.34792047666667,2.3132899833333336,0.034442777333333334,0.3859494763333333,4.605555556
A,2.0,2.0,1.0,P2_S02,4.0,21.49576019,0.0,8.037566666666667e-05,8.560472069333334,7.3589289146666665,23.55350598,21.31833928,0.0031788516666666666,0.020359118,9.744064850333332,0.514604231,21.324118279999997,34.20294817333333,0.40887827933333337,1.797884002,0.0,95.99061155,48.76230772666667,113.96051773333333,191976.33333333334,14.289374963333335,0.048440350666666666,0.182451578,0.159350462,0.5888399403333334,51.09196752333333,2.3126280473333334,0.08937983599999999,0.40147972,5.291111111666667
A,2.0,2.0,1.0,P2_S02,7.0,28.083490066666666,0.0,0.002314814666666667,10.011757489666666,1.713015207,17.499344940666667,22.642975986666666,0.00011252566666666667,0.08300379366666666,11.275277459,0.011497717333333332,22.593324013333334,30.05318447666667,0.17422598366666664,2.46952441,0.121367027,97.36048082,52.02806396333333,115.62408986666667,198568.33333333334,14.598310933333332,0.05029202800000001,0.2678291526666667,0.07064095133333333,0.6003458303333334,51.776468120000004,2.3137558913333334,0.06689188366666667,0.37565545699999997,5.208888889
A,2.0,2.0,1.0,P2_S02,10.0,23.22370515,0.0,0.006381815999999999,10.314692859666666,1.027094586,12.619667083333333,21.26507442666667,0.015186953333333334,0.068930041,11.053499163333333,0.7322892553333333,21.984387056666666,27.288849506666665,0.42775446899999997,4.229724686333333,0.0,96.40328363333333,45.766228579999996,121.49987,220413.0,14.697617583333333,0.10542138899999999,0.59410437,0.037839012666666665,0.24951549433333334,53.72604833,2.3139632286666667,0.12964554933333333,0.3165641433333333,5.467222222666667
A,2.0,2.0,1.0,P2_S02,13.0,26.37117412666667,0.05666666666666667,0.007619598666666667,9.001834277333334,3.8214417760000003,23.976056133333334,17.054370016666667,0.3448350693333333,0.07482960400000001,10.282168754666666,0.8957208073333334,17.878006046666666,28.961893970000002,0.426834169,2.979412985333333,0.0,97.10537163333333,49.522113420000004,119.6608997,231870.33333333334,14.603093073333334,0.230639789,0.32956874033333333,0.03233245666666667,0.3982193576666666,55.32966645,2.3135983286666666,0.074685787,0.5217715319999999,5.4994444446666675
A,2.0,2.0,1.0,P2_S02,16.0,40.63490226333334,0.38999999999999996,0.00039383999999999996,11.972354533333332,0.0,20.990166056666666,15.242561246,0.374119888,0.018446180666666666,8.219637691,0.6719553753333334,14.633680555666666,24.876724053333334,0.30749260533333334,2.768042998,0.0,95.91161511666667,45.542345266666665,128.4056297,248260.33333333334,14.871528476666667,0.5047089853333334,0.08742351333333333,0.07123035033333333,0.33459582899999996,53.305112683333334,2.3133640843333336,0.10250561300000001,0.3511503216666667,5.511111111666668
A,2.0,2.0,1.0,P2_S02,19.0,30.66444830333333,0.5033333333333333,0.0,10.198865045666667,0.12370997299999999,17.470570506666665,11.293507263333334,0.10735355566666667,0.006008069666666667,5.577811425666667,1.0923072593333332,11.035582240000002,31.965928816666665,0.4671304333333333,2.7855853293333332,0.0003335583333333333,96.35475353,44.72035849333333,126.09779743333333,235728.33333333334,14.388165783333333,0.05681023500000001,0.15665316166666668,0.05965161233333333,0.7146407410000001,52.50715913,2.3135688096666667,0.20936718233333332,0.36342187,5.569444444666666
A,2.0,2.0,1.0,P2_S02,22.0,20.42105115,0.45999999999999996,0.008519804666666667,9.401010112,0.6646974666666666,9.957284433333333,20.298522696666666,0.17236930966666666,0.007225758666666668,5.912571227333333,1.7700215406666668,21.86543933333333,30.536181040000002,0.4479568543333334,3.332459338,0.0,98.47349229333334,44.34474266,122.06961143333335,245323.0,14.510439779999999,0.08275429033333333,0.12756467800000001,0.07884919466666666,0.7071463113333333,53.679060246666666,2.313258263,0.10974375433333333,0.3665407326666667,5.608888889
A,2.0,2.0,1.0,P2_S02,25.0,20.30990387,0.0,0.6597342786666666,10.963794096666668,1.913258744666667,20.758306806666667,26.099553113333332,0.0022464956666666666,1.0054333846666668,6.378796687,1.7523429463333333,27.85189606,26.694259579999997,0.47900993433333333,3.9293099503333333,0.0,96.66011824666667,47.84211771666667,118.79624076666666,245453.33333333334,14.761712866666665,0.13132668533333333,0.12617087633333335,0.19911275000000003,0.5409101483333333,57.71042624333333,2.313456297666667,0.224874267,0.5651161823333334,5.601111111333334
A,2.0,2.0,1.0,P2_S02,28.0,26.834908693333336,0.0,0.46391943166666666,11.903351806666668,1.3518478329999999,28.186756523333333,22.156197756666668,0.0,0.20666152266666668,7.1631106786666665,1.4095614713333333,23.565759226666668,23.12870531,0.3039560826666667,4.882352888,0.026483732,94.15008232999999,48.182282750000006,121.43535969999999,298730.3333333333,15.32008099,0.19242612533333334,0.16709479233333333,0.24777999633333334,0.39003308033333334,54.159766956666665,2.3140616336666664,0.33586681133333335,0.4411994993333333,5.585555556
A,2.0,2.0,1.0,P2_S02,31.0,27.331842366666667,0.2966666666666667,1.6517409336666666,12.64979349,0.7430555556666666,28.074897923333335,10.808019065333333,0.249923643,0.7552404833333334,7.766376567333334,2.3007571373333335,13.1087762,19.669757103333335,0.35644129399999996,6.9735980673333335,0.028187693,93.35277762999999,47.14140237666667,115.23076703333334,295202.6666666667,15.458558213333333,0.6216104326666666,0.13231628733333334,0.07093193599999999,0.17478259733333334,54.58586527333333,2.312763562,0.112694925,0.317713443,5.528333333666666
A,2.0,2.0,1.0,P2_S02,34.0,27.355979133333335,0.10333333333333333,2.023763021,12.772910353333335,0.8002427339999999,28.15622187,15.882836616666665,0.7163548096666666,0.618513696,9.032784001000001,2.689939397,18.572776010000002,17.920251416666666,0.18831179266666664,6.680821782,0.11678160366666668,91.76749186666666,47.19988446666667,116.81823793333332,313978.6666666667,15.678633346666667,0.037912036333333336,0.2724214526666667,0.34547251033333337,0.3399076193333333,57.70457960000001,2.3122179396666667,0.3721920003333334,0.7829942456666666,5.386111111333332
A,2.0,2.0,1.0,P2_S02,37.0,22.934630593333335,0.3066666666666667,0.0,10.679806106666666,1.8160164286666667,24.717805586666667,38.41963252333333,0.8848218876666666,0.5476425863333333,9.203624549666666,2.7357293276666668,41.08610629,15.15010931,0.12474681733333333,4.995915302333334,0.011188271666666666,90.67001083999999,48.343964203333336,113.5322786,343520.6666666667,15.974231473333333,0.22327358533333333,0.142781098,0.140386337,0.4913780143333333,54.20835349,2.3144512726666666,0.337586569,0.44494168799999995,5.317777778333333
A,2.0,2.0,1.0,P2_S02,40.0,22.577586483333334,0.5966666666666667,3.5582441166666663,9.235904149,3.045215245666667,25.590028613333335,34.09217062,1.3971756043333334,0.6279779126666667,10.288456336666668,1.3264210393333333,35.41859165666667,12.597129790000002,0.05912824733333333,7.014902959333334,0.04411811966666667,92.41902986666666,52.43199618333333,107.96631083333334,396859.0,16.119289376666668,0.32316880833333334,0.083132525,0.10013283266666667,0.49028869999999997,55.62443089666667,2.314395846,0.170053704,0.6233134619999999,5.365000000333333
A,2.0,2.0,1.0,P2_S02,43.0,17.618505656666667,0.24666666666666667,0.0,8.882821760666667,5.349814332333334,22.968319989999998,39.68717849666667,1.635685925,0.017429430333333332,9.527590986666667,1.928124196,41.615302693333334,12.970321343333334,0.302424929,7.019385310333333,0.3173506623333333,96.93928921000001,56.57589109,112.3587183,396203.0,15.981319893333334,0.13351342333333335,0.2543075633333333,0.270230113,0.3409289713333334,60.27928583,2.3126714600000002,0.19804671933333337,1.1542561873333332,5.256111111666667
A,2.0,2.0,1.0,P2_S02,46.0,30.932617190000002,1.0633333333333332,0.0026282793333333334,8.008798621,4.79644901,35.72906619666667,29.902162903333334,3.270443512,0.18867750133333336,7.092184930333333,2.1245941036666665,32.026757006666664,12.455242893333335,0.13694380133333334,4.2102236846666665,0.4827232833333333,96.73158342333333,60.98659093,109.3406746,344588.0,15.682088913333333,0.015143905,0.25963300066666667,0.23910183066666668,0.48054413599999996,55.49401569,2.3156853116666665,0.23236104333333332,0.39580458766666665,5.038888889333333
A,2.0,2.0,1.0,P2_S02,49.0,41.96957786666667,0.5433333333333333,9.399325647333333,5.147780848333333,3.557717657,45.52729552333333,15.091415092,0.37033822,1.9770608283333333,6.838397663333333,1.0842013886666668,16.17561648,12.005409273333333,0.06626559500000001,3.491845697,0.09710567766666667,96.05337841333333,67.80867360333333,98.30728519666667,319863.3333333333,15.127022833333333,0.019501274666666665,0.2570590423333333,0.343159612,0.3777985953333333,56.94082355333333,2.3136749193333332,0.24117074466666666,0.4046259003333333,4.713888889333333
A,2.0,2.0,1.0,P2_S02,52.0,44.863028066666665,0.8966666666666666,18.882302116,3.0510019170000002,1.1982421876666665,46.05275447,5.466933513333333,0.48950697666666665,1.2660469713333333,6.008685224000001,0.29749791000000003,5.764431423666667,11.981754757,0.08579282399999999,3.943363001333333,0.036747685333333335,88.63657448666667,71.25989312666667,92.47646432666666,277639.0,14.359547560000001,0.174357612,0.3023177453333333,0.17865992099999997,0.341665014,59.40133348,2.3132252266666664,0.14504437966666667,0.6531843113333333,4.422777778
A,2.0,2.0,1.0,P2_S02,55.0,43.5246793,0.39999999999999997,10.429747783333333,1.8029904233333334,3.087086869666667,46.61204347,6.095409754333333,0.018803851666666666,0.8128134643333333,11.409649191,0.5673948686666667,6.728551792666667,14.683782633333331,0.103226273,4.210464237333333,0.03970952266666667,83.53801153666667,70.28228507333334,93.14799769000001,243610.66666666666,14.13235656,0.2192045903333333,0.15439951466666668,0.29509799566666667,0.32862924266666665,59.26176924666667,2.312449248,0.196066632,0.903487358,4.0766666670000005
A,2.0,2.0,1.0,P2_S02,58.0,22.413459683333333,0.22666666666666668,18.248488939999998,1.9381756933333332,0.7605372299999998,23.142638406666666,19.66548113,0.051098733,1.4974159273333332,13.39296176,0.517095872,20.597145863333335,15.966591919999999,0.417418178,5.264580963,0.049647955333333334,89.00612426666667,59.66545642666667,98.06243573666666,225017.33333333334,14.63955255,0.033051129000000005,0.29391803133333333,0.2831206416666667,0.38795470633333334,56.85220594,2.3146752999999998,0.27225305333333333,0.39797536633333336,4.357222222666667
A,2.0,3.0,1.0,P2_S03,1.0,27.547393423333332,0.0033333333333333335,6.725686407,6.942323167333334,0.0,27.18536603,14.651310923333334,0.009990676333333334,3.581392264333333,11.627804616666666,0.0,14.53450923,35.262180910000005,1.2066666666666666e-05,2.0842546939999997,0.0,99.69900889,72.57482325666668,92.75749710666666,164636.33333333334,13.4054145,0.0071278033333333326,0.179953269,0.2558592893333333,0.5536806826666667,59.23589267,2.3146507886666665,0.033978008999999997,0.347147533,3.876666667
A,2.0,3.0,1.0,P2_S03,4.0,35.80147248,0.0,6.894217786333333,7.921900517,0.0,35.26859889333333,10.585290478333333,0.0,4.598781507333333,7.126036204333334,0.0,10.5595462,33.75332754666667,0.0,1.375170327,0.036695441,96.69698512999999,72.14356846333332,90.24335193999998,164510.66666666666,13.305924086666666,0.0064143920000000005,0.16305799033333335,0.2596513876666667,0.56951633,58.86041498,2.3146664783333333,0.03762336966666666,0.2608868673333333,3.688888889
A,2.0,3.0,1.0,P2_S03,7.0,9.711600598666665,0.0,12.220325356666669,7.342021680999999,0.0,9.103969745999999,22.72164351666667,0.018297485999999998,7.612481513666666,5.860611898666666,0.21017795133333336,22.875687213333332,38.53259227,0.039042405999999995,1.126264655,0.5817218043333333,103.58954436666666,69.96208083666666,85.66287447,153136.66666666666,12.990907656666666,0.083029056,0.09215560366666668,0.19724587100000002,0.6263273273333333,59.01668322333334,2.3137421026666667,0.11608431833333333,0.23553416033333333,3.6972222223333335
A,2.0,3.0,1.0,P2_S03,10.0,14.084908694000001,0.0,15.709346063333333,4.568779767666666,0.0,14.023248617333332,21.845289193333333,0.018434124333333333,5.592122395666666,6.631367791,0.10387731466666666,22.251949106666668,34.9086894,0.006679205333333334,1.2595591906666666,0.12608506933333333,93.94602744000001,74.06475558333334,81.79548446333332,173074.0,12.681837419999999,0.029052155333333333,0.201105729,0.18039313766666668,0.5875146206666667,59.391248530000006,2.3170298903333335,0.10332244533333333,0.28519961600000004,3.447222222666667
A,2.0,3.0,1.0,P2_S03,13.0,30.358330116666668,0.043333333333333335,15.047381366666665,4.130368608333334,0.28109728633333336,30.501511060000002,14.405080535666668,0.5611979166666666,2.708068094,8.344357604999999,0.6411755723333333,15.237240387999998,28.291180396666665,0.00016476966666666666,1.7258855163333333,0.016513149333333334,84.42057220666668,73.34910758666666,87.39076404999999,234398.66666666666,13.2110246,0.05820786133333333,0.3410553326666667,0.10465746933333335,0.4906232936666666,58.17895139666666,2.3166074223333335,0.047931333,0.28438467466666667,3.325555556
A,2.0,3.0,1.0,P2_S03,16.0,56.22210969666667,0.02,8.873251833333333,3.1721697483333333,0.5048225306666667,56.352318026666666,11.791168340333334,0.24156860866666666,2.1038732963333335,7.340020242666667,0.03788901733333333,11.709679626000002,11.617263859333333,0.0,3.372628804,0.0,65.79929458333334,67.41464086666667,98.65636319666665,245709.33333333334,13.53900141,0.2599104993333333,0.07484738933333333,0.15177529599999998,0.5105640323333334,58.26582703333333,2.317085604666667,0.03617833833333333,0.28421191900000004,2.9605555559999996
A,2.0,3.0,1.0,P2_S03,19.0,59.66555748666667,0.0,0.49734358933333334,1.6273047006666665,1.0052445023333334,54.49455054333333,23.91147039,0.101972415,0.2822627313333333,7.757809467333334,0.015890239333333334,19.36416136,0.38292904466666666,0.0,11.040361709999999,0.0,69.00265944,74.00690041666667,142.60613153333335,246887.0,14.324395696666665,0.015509768333333333,0.43337242100000006,0.143789861,0.40421339,58.227703803333334,2.3171328810000005,0.036154874,0.2646277866666667,3.056666667
A,2.0,3.0,1.0,P2_S03,22.0,50.084410363333326,0.0,4.488747428,2.8193439063333336,0.0,43.85651363333333,19.996672453333336,0.0,3.056608474666667,8.214771215,0.0038178369999999997,16.94707674,13.206303852666666,0.0,6.147567244,0.007703993,94.21067039,79.14066318,107.36508493333334,280819.3333333333,14.582080843333335,0.025856414999999997,0.162791371,0.1810220863333333,0.6244999563333333,58.35600444666667,2.316371962333333,0.043622473333333335,0.26132367866666667,3.7794444446666664
A,2.0,3.0,1.0,P2_S03,25.0,42.356477463333334,0.0,5.924438978666667,5.559604100666667,0.8957770703333333,37.81021331666667,15.653947243333334,0.00013663833333333334,1.6057862336666666,10.135371279666666,0.002045557,15.461387604333334,29.491837866666668,0.0,1.7161362096666668,0.0,87.58298939333334,75.46448197333332,99.97957023,182335.66666666666,13.229192106666666,0.04800990199999999,0.08584151666666666,0.29178685899999995,0.571654565,58.839607,2.315332703333333,0.08881148500000001,0.374674691,3.978888889333333
A,2.0,3.0,1.0,P2_S03,28.0,51.62577160666667,0.0,5.290175701,3.7276674290000003,0.11260207700000001,51.738048160000005,15.498621559999998,0.0,2.430587705666667,9.987479167666665,0.00026523933333333333,15.304727686666666,21.78440473666667,0.0,2.5466395590000004,0.000715342,72.72128871666666,70.32690005666667,100.31416224000002,204068.66666666666,13.367932613333332,0.007106357333333333,0.21631459500000003,0.19229515133333333,0.575045336,58.41219107999999,2.3141443003333335,0.07010629466666667,0.3956746213333333,3.700555556
A,2.0,3.0,1.0,P2_S03,31.0,39.68895078,0.4166666666666667,7.113068255333334,7.197602546,8.439433333333333e-05,39.554791990000005,20.720445923333333,0.230348187,4.794797292999999,11.187432456666668,0.0,20.669676730000003,24.875112523333332,0.0,1.1442528330000001,0.005871431333333333,83.89243563333333,73.70283560666667,103.01531540333333,210405.33333333334,13.473576606666667,0.011347653,0.20893770466666664,0.11367017733333333,0.645908814,59.313896793333335,2.3124401336666667,0.150257426,0.424845203,3.8500000003333334
A,2.0,3.0,1.0,P2_S03,34.0,31.937343270000003,0.5333333333333333,12.185699586666667,8.342282483,0.010858732000000001,32.02190634666667,25.828896603333334,0.44742637599999996,4.762691293666666,10.431657402666668,0.0,25.946711033333333,21.10329459333333,0.0,1.4248647826666667,0.0,87.89468420333333,69.02921986,98.01659360666667,224180.66666666666,14.15238843,0.017489317666666667,0.27177789866666663,0.16826051866666666,0.537029013,58.21105706666666,2.314973821666667,0.147987432,0.8094875043333333,3.8677777783333336
